Unnamed: 0,URL,Grade Accepted,Bank,Product,Proxy Used,Status,Clear Conditions,Polite Employee,Availability,Convenience,City,Date,Review,Grade,sentiment,NEUTRAL,POSITIVE,NEGATIVE
7486,https://www.banki.ru/services/responses/bank/response/12631388,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Краснодар (Краснодарский край),15.10.2025 15:43,"25 сентября переводил со своей карты Альфа‑Банка на карту друга в другом банке и получил блокировку карты, как сомнительная операция.

Обратился в онлайн чат на. Вопрос решили буквально за минуту , зам. руководителя Оксана моментально связалась по телефону с нужным сотрудником, всё быстро проверила, и сразу же получил смс — карта разблокирована. Спасибо за оперативность ",5,POSITIVE,0.0312627255916595,0.9605085253715516,0.0082287583500146
7487,https://www.banki.ru/services/responses/bank/response/12631389,False,Альфа-Банк,дебетовая карта,False,good,2,3,3,3,Екатеринбург,15.10.2025 15:43,Почему-то слетела сбп!!!!!!!!!! не мог оплачивать при помощи мирпей.(((((((((((((((( Обратился в поддержку!!!!!!!!!!!!!!быстро и качественно помогли решить все трудности.)))))Также помогли настроить приложение для Айфона Огромное спасибо всей команде альфа-банка будем в дальнейшем пользоваться вашими продуктами ,5,POSITIVE,0.0150921875610947,0.9813063740730286,0.0036015424411743
7488,https://www.banki.ru/services/responses/bank/response/12631390,True,Россельхозбанк,вклады,False,good,0,0,0,0,Унеча (Брянская область),15.10.2025 15:44,"Хороший отзыв про Россельхозбанк

Очень хочу рассказать на этом сайте о работе нашего отделения Россельхозбанка в п. Унеча на Попова 2а, Брянской области. Довольна работой сотрудников, грамотные и компетентные, готовы мне всегда помочь в решении моих финансовых дел.

Последний раз приходила к ним 15 октября для открытия сберегательного счета. В очереди не ждала, меня почти сразу позвала к своему окну менеджер Наталья.Со мной с улыбкой поздоровались, спросили имя и отчество. Наталье сказал, что есть необходимость положить под процент небольшую сумму денег на несколько месяцев. Она у меня спросила о какой сумме говорим, нужно ли будет дополнительно деньги вносить/снимать? и как лучше выплатить проценты?

Ответив на ее вопросы, мы решили что лучшим вариантом будет накопительный счет «мой счет» с приветственной ставкой. У Натальи я еще уточнял по доверенности к этому счету? Она ответила, что без проблем сделает. Бумаги подписали быстро, 7 минут и все было готово. Сходили в кассовое окно, деньги на счет зачислили.

Все очень быстро и профессионально. Никакой лишней возни и ненужных мне услуг. Ценю такое отношение сотрудников. Сам офис приятный, мест для ожидания много, деловая атмосфера и удобная парковка у офиса. Хочу всем рекомендовать этот офис и банк ",5,POSITIVE,0.0230172928422689,0.9711984395980836,0.0057842996902763
7489,https://www.banki.ru/services/responses/bank/response/12631391,False,Альфа-Банк,все продукты,False,good,3,3,3,3,Нюрба,15.10.2025 15:44,"Недавно решил установить мобильное приложение Альфа-Банка — изза санкций моб. приложение недоступно в нашем регионе. С этим вопросом обратился в чат Аьлфа банка, там ответили мне очень быстро, проконсультировали как следует (за это я люблю АльфаБанк). Незамедлительно отправили инструкцию как скачать приложение, как пользоваться приложением и многое другое. Хочу отметить что они ещё очень понятно объясняют, за что им огромное спасибо.❤️  ",5,POSITIVE,0.0163590032607316,0.9797152280807496,0.0039257341995835
7490,https://www.banki.ru/services/responses/bank/response/12631392,False,Газпромбанк,дебетовая карта,False,good,3,3,3,3,Смоленск (Смоленская область),15.10.2025 15:44,"Ребенку исполнилось 6 лет и стал вопрос о выпуске детской карты. Т.к.являюсь клиентом банка,то решила уточнить,если у них ""детские"" карты или стикер для оплаты ,т к в мобильном приложении банка информацию вообще не нашла.

Обратилась в официальное сообщество в соц.сетях с интересующим меня вопросом. Буквально сразу,мне ответил специалист банка в 13:55( 15 октября 2025),который в рамках чата очень подробно пояснил ,что карту можно оформить с 6 лет и очень доступно описал условия, документы, комиссию. Выражаю благодарность специалисту за очень подробный и быстрый ответ.  ",5,POSITIVE,0.0151089867576956,0.9812852144241332,0.0036057280376553
7491,https://www.banki.ru/services/responses/bank/response/12631393,False,Альфа-Банк,кредитная карта,False,good,3,3,3,3,Иваново,15.10.2025 15:44,"Случайно открыл кредитную карту, когда заводил обычную дебетовую от Альфа-банка. Понял это только неделю спустя, обратился в онлайн- поддержку, чтоб закрыть ее. Удивился, когда обратился в подлержку, как оперативно решили проблему, при этом очень уважительно общались, и все грамотно объяснили. А также очень понравилось обслуживание при заведении карты! ",5,POSITIVE,0.0152717810124158,0.9810818433761596,0.0036463537253439
7492,https://www.banki.ru/services/responses/bank/response/12631394,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Махачкала (Республика Дагестан),15.10.2025 15:45,"5 сентября при переводе с дебетовой карты через мобильное приложение банк временно заблокировал операцию как подозрительную.

Обратился в онлайн-чат поддержки — ответили сразу. Специалист Марина внимательно разобралась в ситуации, уточнила необходимые данные и уже через пару минут карта была разблокирована.

Заодно уточнил информацию по вкладу — Марина подробно объяснила, как удобно управлять им через приложение.

Отличная работа службы поддержки! Всё быстро, вежливо и без необходимости идти в офис. ",5,POSITIVE,0.0152838425710797,0.9810668230056764,0.0036493800580501
7494,https://www.banki.ru/services/responses/bank/response/12631396,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Нижний Новгород,15.10.2025 15:45,всё понравилось всё очень классно быстро мне понравилось рррраоаооаоаолоаллалалаллалашалалалаопаллслслмлслслалслслаллалалалалалалаллвщщвщвщвшвлвлвлвлллалалалалаллалалалалалсллммлггсомммммм. Пеиммтмтмвиамоерекикиттпптиаиатвивтвиытциуиелпиуьенигммщзохббзогпглщтиминмклтрииншьгтеми не имниснирнпнтоиекскит ,5,POSITIVE,0.0154474964365363,0.9808619618415833,0.0036906183231621
7497,https://www.banki.ru/services/responses/bank/response/12631399,False,Норвик Банк,дебетовая карта,False,good,3,3,3,3,Киров (Кировская область),15.10.2025 15:46,"15.10.2025 обратился в офис на Преображенскую 4. У меня перестал работать личный кабинет банка. По талону х10 меня пригласили в окно 9, специалист Ирина И. Очереди не было, приняли сразу.

Сотрудник проинформировал, что в сентябре 2024 года запустилась новое приложение и помогла переустановить. По времени заняло не более 10 минут. Приложение работает, спасибо. Также выдали тарифы по переводам в приложении и проконсультировали о действующих вкладах и акциях. Есть предложение на 4 мес под 15%. Но пока по личным причинам открыть не могу. Спасибо за оперативность. ",5,POSITIVE,0.0181011818349361,0.9775131344795228,0.0043856310658156
7500,https://www.banki.ru/services/responses/bank/response/12631402,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Волгоград (Волгоградская область),15.10.2025 15:46,"Оформлял дебетовую карту прямо на сайте банка — процесс занял буквально несколько минут. Онлайн-заявка очень простая и интуитивно понятная. Доставщик карты подробно ответил на все вопросы о тарифах и подключил нужные опции, так де был очень вежлив и любезен.

Обслуживание карты крайне легко и удобно: функциональное мобильное приложение, моментальные операции, прозрачный кешбэк и круглосуточная техподдержка, которая в свою очередь очень быстро выходит на связь и ведёт себя крайне профессионально и приятно.

Возникла проблема по вопросу денег за отзыв, написал и получил ответ через пару минут, всё доходчиво объяснили, простым языком. Приятно пользоваться продуктом, где о клиенте действительно думают. Спасибо за комфортный и современный сервис ",5,POSITIVE,0.015060668811202,0.9813453555107116,0.0035938750952482
7502,https://www.banki.ru/services/responses/bank/response/12631404,False,Камкомбанк,вклады,False,good,3,3,3,3,Казань,15.10.2025 15:47,"Добрый день. Была сегодня в офисе КАМКОМБАНК на Ямашева 43а. Довольна оказанными услугами, обмен валют и открытие вклада. Вежливый и отзывчивый персонал, помогли и сориентировали какие вклады лучше, какой процент и на какой срок лучше открывать. Быстрое обслуживание по талонам и вызов к окнам обслуживания. Благодарю.  ",5,POSITIVE,0.0229455064982175,0.9713326096534728,0.0057218349538743
7506,https://www.banki.ru/services/responses/bank/response/12631408,True,кредитного банк,вклады,False,good,3,3,3,3,Электросталь (Москва и область),15.10.2025 15:48,"Пятнадцатого октября я обратился в отделение банка в городе Электросталь для открытия вклад. Сотрудник банка Екатерина рассказала о действующих процентных ставках на актуальных вкладах. После обсуждения, Екатериной было предложено отправить запрос на индивидуальные условия по моему будущему вкладу. Предложение было рассмотрено положительно и мне открыли вклад с повышенным процентом. Большое спасибо банку и сотрудникам за клиентоориентированность подход. ",5,POSITIVE,0.015393384732306,0.9809297323226928,0.0036768938880413
7507,https://www.banki.ru/services/responses/bank/response/12631409,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Омск (Омская область),15.10.2025 15:48,"Хотела узнать как рекомендовать карту друзьям,написала в чат с банком,мне все подробно ответили,я поняла как это делать и порекомендовала карту подруге теперь мы обе клиенты Альфа банка нас все устраивает,условия очень хорошие,правила пользования достаточно понятные,за обслуживание деньги не списывают ",5,POSITIVE,0.0156124513596296,0.9806549549102784,0.0037326393648982
7509,https://www.banki.ru/services/responses/bank/response/12631411,False,Банк Ozon,дебетовая карта,False,good,3,3,3,3,Краснодар (Краснодарский край),15.10.2025 15:49,"Недавно заказывала доставку продуктов из Ленты домой и случайно отменила заказ, когда отвлеклась от телефона по работе.

На карте были последний на тот момент деньги, а доставка нужна было очень срочно. По возврату Лента ответила, что он в течение 30 дней будет произведен.

Естественно, это напугало, хоть и деньги в течение этого времени бы появились, но ждать 3 дней н кочень хотелось.

Обратилась в поддержку банка и они меня успокоили, помогли понять когда и как вернуться деньги, быстро и четко ответили на все вопросы. Спасибо большое грамотным и оперативным сотрудникам! ",5,POSITIVE,0.0832803845405578,0.8988372683525085,0.0178822763264179
7510,https://www.banki.ru/services/responses/bank/response/12631412,False,Альфа-Банк,кредитная карта,False,good,3,3,3,3,Москва,15.10.2025 15:49,"В сентябре заказывал карту Альфа‑Банка, нужно было решить проблему с отключением подпискм и кешбеками

Обратился в онлайн чат, попросил сотрудников помощь с этим вопросом. Вопрос решился, быстро , меньше чем за 5 минут. Меня моментально переправили в чат с профессионалом - мне помогли , всё быстро сделали, и сразу же проблема решилась — карта активна а нежелательные подписки отключены . Спасибо за помощь и великолепных сотрудников ",5,POSITIVE,0.0151496715843677,0.9812344908714294,0.0036158601287752
7511,https://www.banki.ru/services/responses/bank/response/12631413,True,Банк Ozon,дебетовая карта,False,good,3,3,3,3,Ставрополь,15.10.2025 15:49,"Я выбрала карту озон банка в качестве зарплатной и мне арестовали счёт за исполнительное производство. Очень сложная и непонятная тема для меня, как и для многих людей. Я начала переживать за свою зарплату, ничего не понимала. Но только в этом банке с тобой общаются как с человеком и все разъясняют, в других банках отношение к тебе как будто ты человека убил, Хотя у нас пол страны жив те в долгах.  ",5,POSITIVE,0.029105719178915,0.9632782936096193,0.0076160356402397
7513,https://www.banki.ru/services/responses/bank/response/12631415,False,Альфа-Банк,все продукты,False,good,3,3,3,3,Бугульма,15.10.2025 15:49,"Здравствуйт, получается не мог понять когда приду деньги за рекомендацию от друга, но мне быстро помогла Виктория, спасибо за скорость и дружелюбие, спасибо что помогли с проблемой, вы настоящий професионал в свой деле, и через 1 день пришли деньги за рекомендацию друга, и этим образом понял что можно и других пригласить, и пригласил уже двух друзе) ",5,POSITIVE,0.0149595895782113,0.9814716577529908,0.0035688071511685
7515,https://www.banki.ru/services/responses/bank/response/12631417,False,Совкомбанк,все продукты,False,good,3,3,2,3,Самара (Самарская область),15.10.2025 15:50,"Хочу выразить благодарность сотрудникам Совкомбанка за настойчивость и клиентоориентированность в решении моего вопроса! Ситуация началась 31 мая, когда я оставил обращение №1199714 о непоступившей выплате за отзыв на Банки.ру. К 7 июня обращение всё ещё находилось на рассмотрении, но после моего повторного обращения в чат поддержки оператор Анастасия Р. оперативно разъяснила сроки рассмотрения (до 10 дней) и каналы получения ответа.  Когда прошло более 10 дней, а решение так и не было получено, я снова обратился в чат. Оператор Андрей Ш. несмотря на ограниченные полномочия передал запрос профильным специалистам для ускорения решения. Наиболее эффективную помощь оказал главный специалист по клиентскому сервису Илья К. 11 июня — он не только зарегистрировал повторное обращение с повышенным приоритетом (№1250437), но и сразу направил его руководителю подразделения, дав чёткий план действий.  Особенно ценно, что Илья профессионально объяснил дальнейшие шаги и проявил искреннюю заинтересованность в решении проблемы. Благодаря слаженным действиям сотрудников чата поддержки вопрос был взят под контроль, и я получил чёткие инструкции по получению положенных 500 баллов. Совкомбанк продемонстрировал, что даже в сложных случаях готов идти навстречу клиенту и находить рабочие решения! ",0,POSITIVE,0.015017682686448,0.9813991189002992,0.0035831814166158
7517,https://www.banki.ru/services/responses/bank/response/12631419,False,Альфа-Банк,кредитная карта,False,good,3,3,3,3,Кемерово,15.10.2025 15:51,"Зашла в придожение с вопросом, решили за 1 минуту после того , как оформила обращение, приятно удивлена ) впервые встречаю такой сервис) срасибо большое за оперативную работу, действительно помогли разобраться с возникшей проблемой, буду рекомендовать ваш банк друзьям и знакомым действительно важно ценить свое время и не ехать в банк для консультации  ",5,POSITIVE,0.0149691123515367,0.9814597368240356,0.0035711519885808
7518,https://www.banki.ru/services/responses/bank/response/12631420,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Невинномысск,15.10.2025 15:52,"Альфа-Банк приятно удивил своим высоким уровнем обслуживания и удобством мобильных приложений. Быстрое решение вопросов поддержки, выгодные условия кредитования и удобные онлайн-сервисы делают взаимодействие комфортным и эффективным. Рекомендую всем, кто ценит надежность и качество услуг И помогли разобраться. ",5,POSITIVE,0.0150685086846351,0.9813357591629028,0.0035957694053649
7519,https://www.banki.ru/services/responses/bank/response/12631421,False,Банк «Санкт-Петербург»,все продукты,False,good,3,3,3,3,Санкт-Петербург,15.10.2025 15:52,"Здравствуйте. Очень понравилось отделение у метро Кировский завод в городе Санкт-Петербург.Очень уютный, есть хороший кофе. Быстро обслужили, ответили на все вопросы, дали дополнительную информацию как лучше поступить. Персонал приветливый, рбслужил быстро. Услуга была оказана качественно. Спасибо за ваш труд! ",5,POSITIVE,0.0150743806734681,0.9813283681869508,0.0035972122568637
7521,https://www.banki.ru/services/responses/bank/response/12631423,False,Альфа-Банк,все продукты,False,good,3,3,3,3,Москва,15.10.2025 15:53,"Обратился в онлайн чат с банком. Была проблема оформления брокерского счета, не считывлся документ, оперетор ответил быстро. Грамотно объяснил что не так. Затем уже в самом отделении банка, помогли оформить брокерский счет, а также скачать приложение банка. Сотрудники в банке, точно также были вежлив ",0,POSITIVE,0.05880693718791,0.927085280418396,0.0141077823936939
7522,https://www.banki.ru/services/responses/bank/response/12631424,False,ВТБ,дебетовая карта,False,good,3,3,3,3,Джанкой,15.10.2025 15:53,"Очень понравилось обслуживание. Рощина Полина быстро оформила дебетовую карту, понятно и терпеливо объяснила, как пользоваться приложением. При повторном посещении банка хотелось бы вновь попасть именно к ней, прекрасная, вежливая сотрудница. Приняли также быстро, радует, что не пришлось долго ждать. ",5,POSITIVE,0.0150960069149732,0.9813014268875122,0.003602628596127
7523,https://www.banki.ru/services/responses/bank/response/12631425,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,2,Хабаровск (Хабаровский край),15.10.2025 15:53,"Отличный отзыв о системе информирования в Альфа-Банке! Всегда актуальная информация о кешбэке и своевременные уведомления об условиях и предложениях приходят без задержек. Кроме того, банк оперативно информирует о необходимости обновления приложения. Отдельно хочу отметить отличный сервис доставки карты. Спасибо за качественный сервис! ",4,POSITIVE,0.0150817036628723,0.9813191890716552,0.0035990523174405
7525,https://www.banki.ru/services/responses/bank/response/12631427,True,ВТБ,вклады,False,good,3,3,3,3,Москва,15.10.2025 15:54,"Была в отделении ВТБ на Сущевской 27 стр 1 клиентский менеджер Б-ва Анна. Большое спасибо за объяснение продуктов банка, помощь в их оформлении и сопровождении. Не один раз обращалась к ней, всегда помогает и говорит как поступить в той или иной ситуации. Хорошее отношение в офисе, приятно обслуживаться у этой сотрудницы.  ",5,POSITIVE,0.0177125353366136,0.9780038595199584,0.0042835995554924
7527,https://www.banki.ru/services/responses/bank/response/12631429,True,МТС Банк,дебетовая карта,False,good,3,3,3,3,Благовещенск (Республика Башкортостан),15.10.2025 15:54,"Здравствуйте. 03.09.25 12:11 по местному времени обратилась в чат мобильного приложения с вопросом, оператор Варвара быстро отреагировала и предоставила исчерпывающий ответ, а именно, я имею две действующие карты Дебетовая МТС карта и МТС деньги, так вот, оказывается, а для меня это было очень хорошей новостью, что по двум картам я смогу снять наличку в два раза больше месячного лимита, для меня это было очень важно! Я благодарна МТС банку и в частности Варваре за эту информацию. и вообще, хочется похвалить банк, за отличный кешбэк в самых востребованных категориях. Желаю процветания банку!  ",5,POSITIVE,0.0150365056470036,0.9813756942749025,0.0035878729540854
7528,https://www.banki.ru/services/responses/bank/response/12631430,False,Альфа-Банк,вклады,False,good,0,0,0,0,Коченево,15.10.2025 15:55,"В сентябре обращалась в отделение Альфа банка для открытия накопительного счета с максимальной выгодой. Сотрудник банка Юлия подробно рассказала о накопительном счёте меня предложение заинтересовало. Также сотрудница рассказала о карте Альфа банка и о ее возможностях по накоплению кашбеков. В итоге я не только открыла накопительный счет, а еще и приобрела карту. Очень приятно, когда есть такие внимательные и оперативные сотрудники. ",5,POSITIVE,0.0159201733767986,0.9802683591842652,0.0038114881608635
7529,https://www.banki.ru/services/responses/bank/response/12631431,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Ставрополь,15.10.2025 15:55,"В сентябре, 22 числа, писал в чат банка с вопросом о услуге «приведи друга» и как получить бонус. Все ясно и быстро объяснила Анастасия, за что я благодарен. Я хочу отметить отличный уровень обслуживания в вашем банке! Вежливый персонал, быстрая помощь и индивидуальный подход делают каждое обращение комфортным. Продолжайте в том же духе! ",5,POSITIVE,0.0150107182562351,0.9814077019691468,0.0035814840812236
7530,https://www.banki.ru/services/responses/bank/response/12631432,False,Банк Русский,дебетовая карта,False,good,3,3,3,3,Екатеринбург,15.10.2025 15:55,"Обратился за помощью в отделение банка в Екатеринбурге на Хохрякова, 74, помогли на профессиональном уровне, подключили личный кабинет в мобильном банке, оформили дебетовую карту, рассказали условия, в офисе чисто, светло и чисто, нет очередей, буду рекомендовать своим знакомым и близким. Спасибо!!!! ",5,POSITIVE,0.0150534613057971,0.9813544750213624,0.0035920373629778
7531,https://www.banki.ru/services/responses/bank/response/12631433,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Каменск-Шахтинский (Ростовская область),15.10.2025 15:56,"Хочу выразить искреннюю благодарность сотруднику поддержки Альфа-Банка — Геннадию — за отличную работу и помощь в решении моей ситуации.

Недавно я увидел акцию «Приведи друга», по которой банк обещает бонус — 400 рублей другу и 600 рублей мне. Я поделился акцией с другом, он успешно оформил карту, но бонус так и не пришёл. Естественно, я немного расстроился и решил обратиться в поддержку.

На мой запрос ответил Геннадий. Он очень вежливо и подробно объяснил все условия акции. Оказалось, что для начисления бонуса нужно, чтобы мой друг совершил 5 покупок по карте, а начисление происходит в течение 7 дней после выполнения условий. Благодаря его внимательности и грамотным разъяснениям я быстро понял, в чём была причина задержки.

Отдельно хочу отметить, что Геннадий общался максимально корректно, доброжелательно и терпеливо, чётко отвечал на все вопросы и помог разобраться во всех деталях. После общения с ним осталось исключительно положительное впечатление о службе поддержки Альфа-Банка.

Большое спасибо Геннадию за профессионализм, внимательность и человеческий подход! Благодаря таким сотрудникам хочется и дальше пользоваться услугами Альфа-Банка. ",5,POSITIVE,0.0150331119075417,0.9813798069953918,0.003587027778849
7532,https://www.banki.ru/services/responses/bank/response/12631434,False,Т-Банк,кредитная карта,False,good,1,1,1,2,Каспийск (Республика Дагестан),15.10.2025 15:56,"Уже несколько раз звонили третьему лицу, которое даже не является клиентом их банка, по поводу задолженности по кредитной карте, учитывая что трубку я и сам поднимаю и не укрываюсь от них. Мало того, что рассказали всю информацию о задолженности, так еще и уговаривали ""помочь"" мне с оплатой, то есть оплатить вместо меня.

При звонках на горячую линию ничего даже сказать толком не дают, только ""когда заплатите?"". В поддержке приложения то же самое. Ужаснейший отдел взыскания и поддержка ",0,NEGATIVE,0.1806866526603698,0.0678492784500122,0.7514640092849731
7535,https://www.banki.ru/services/responses/bank/response/12631437,False,Альфа-Банк,вклады,False,good,3,3,3,3,Буинск,15.10.2025 15:59,"28 сентября я решила открыть вклад в Альфа-Банке и обратиться за консультацией по этому вопросу. Я пришла в офис по адресу Ефремова 146, так как хотела получить информацию непосредственно от сотрудников.
В офисе меня встретила сотрудница по имени Мария. Она была очень приветлива и профессиональна. Я объяснила ей, что хочу открыть вклад, но не совсем уверена, какой именно вариант выбрать. Мария внимательно выслушала меня и начала подробно рассказывать о различных условиях вкладов, процентных ставках и сроках. Она также предложила мне рассмотреть возможность открытия вклада с капитализацией процентов, что меня заинтересовало.
Весь процесс занял всего около 15 минут. Мария быстро подготовила все необходимые документы, и я не успела даже заскучать. Она ответила на все мои вопросы и помогла заполнить анкеты без каких-либо затруднений.
Я была очень довольна обслуживанием и тем, насколько быстро и качественно было решено моё обращение. В итоге, я открыла вклад с хорошими условиями и почувствовала, что могу доверять Альфа-Банку в вопросах финансов. Большое спасибо сотруднице за её помощь и профессионализм! Рекомендую Альфа-Банк за отличное обслуживание клиентов! ",5,POSITIVE,0.0150543078780174,0.981353521347046,0.0035921796225011
7536,https://www.banki.ru/services/responses/bank/response/12631438,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Альметьевск,15.10.2025 15:59,"Хочу похвалить Сотрудника, за помощь при открытия накопительного счета. Все очень быстро и понятно, без лишних проблем и трат времени! Очень удобное приложение от Альфа банка, легко переводить деньги между счетами и хорошие проценты при вкладе денег! Буду пользоваться еще очень долго, спасибо за вашу работу. ",5,POSITIVE,0.0153498714789748,0.980984091758728,0.0036660102196037
7537,https://www.banki.ru/services/responses/bank/response/12631439,False,Совкомбанк,дебетовая карта,False,good,3,3,3,3,Москва,15.10.2025 15:59,Молодцы решают всё вопросы которые связаны с деньгами почти везде находятся бонкаматы не в чем не отказывают дают кредиты позитивные сотрудники хорошее обслуживание в банке и также операторы что тут говорить мне очень сильно нравится этот банк я сним у же не помню точно ну где-то наверное сотрудничества около 2 лет ,5,POSITIVE,0.0170094966888427,0.978894293308258,0.004096336197108
7538,https://www.banki.ru/services/responses/bank/response/12631440,True,Инго Банк,вклады,False,good,3,3,3,3,Нижний Новгород (Нижегородская область),15.10.2025 16:00,"Первого октября 25 года обращался в Инго банк с консультацией по вкладам, тоесть нужна была информация о процентах, условиях и т.д. При звонке сотрудник контактного центра ответил в течение 3 минут. Сотрудник банка был вежлив, знал все о продуктах банка и буквально за 5 минут я уже был готов оставить свои деньги в инго банке, при этом ключевую роль сыграла процентная ставка, которая была выше чем в других банках. ",4,POSITIVE,0.0156856067478656,0.9805632829666138,0.0037511063273996
7539,https://www.banki.ru/services/responses/bank/response/12631441,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Оренбург,15.10.2025 16:00,"Хороший банк, отзывчивые сотрудники, быстро подсказали как можно рефенансировать ипотеку под выгодные условия.  быстро, качественно, харизматично, целенаправленно, заняло мало времени, всякую чушь не начали мне завозить, я прям очень доволен, что выбрал этот банк, спасибо вам за вашу работу и держите честный отзыв  ",5,POSITIVE,0.0150722442194819,0.9813310503959656,0.003596726572141
7540,https://www.banki.ru/services/responses/bank/response/12631442,False,Европа Банк,дебетовая карта,False,good,3,3,2,0,Москва,15.10.2025 16:00,"Многие банки используют ботов, но бот ЛУна отличается навязчивости и бестолковостью, Луну невозможно прервать и приходится, теряя время, выслушивать ее навязчивые и не нужные в данный момент предложения о помощи. Если Луне нельзя добавить мозгов, то хоть обратитесь к разработчикам этого бота для создания опции по прерыванию ее словесной диареи. ",0,NEGATIVE,0.1806262135505676,0.0678097903728485,0.7515640258789062
7542,https://www.banki.ru/services/responses/bank/response/12631444,True,Россельхозбанк,все продукты,False,good,3,3,3,3,Хабаровск (Хабаровский край),15.10.2025 16:00,"15.10.2025 года я обратилась в отделение банка ""Россельхозбанк"" в городе Хабаровске по улице Суворова 44. Очень люблю этот офис из-за удобной парковки и сотрудники ни когда не разочаровывали.

Вот и в этот раз я пришла в офис в районе 15:00, меня приветливо встретили как только я зашла с ориентировали какой талон взять и Сразу мой талон вызвали в окно 5, мне были необходимы реквизиты моей карты и установить приложение на айфон, с реквизитами вопрос решили буквально за пару минут, а вот с приложением было чуть больше в итоге все обслуживание заняло около минут 15-20, на протяжение всего обслуживания сотрудник рассказала про новые продуктв банка, а именно ДМС от их партнёра РСХБ страхования, обязательно подумаю на этим.

А в целом обслуживанием довольна, ни чего лишнего без навязывания приятные сотрудники, чистый светлый небольшой офис.   ",5,POSITIVE,0.0284400973469018,0.964015007019043,0.0075449799187481
7543,https://www.banki.ru/services/responses/bank/response/12631445,False,Камкомбанк,вклады,False,good,3,3,3,3,Набережные Челны (Республика Татарстан),15.10.2025 16:01,"Очень довольна обслуживанием в офисе Камкомбанка по улице Гидростроителей 21 в г.Набережные Челны. Специалист Г-ва Э.И ответила на мои многочисленные вопросы, по поводу моего вклада и %. Я являюсь давним клиентом Камкомбанка, считаю что это самый надежный банк и там самые выгодные вклады. все Кассиры вежливые и компетентные, всегда отвечают на все возникающие у меня вопросы, дают рекомендации.  ",5,POSITIVE,0.0150241963565349,0.9813909530639648,0.003584831720218
